Z1YQ1	CC(CN)O
AL5VTJ B7	CCCCCCCC1CCCC1=O
L5VTJ B7	CCCCCCCC1CCCC1=O
SHR B1	CC1=CC=CC=C1S
ZR BSH	C1=CC=C(C(=C1)N)S
ZR B1 D1 E1	CC1=CC(=C(C=C1C)N)C
L6V DVJ B1 E1	CC1=CC(=O)C(=CC1=O)C
Q1Y2 & 1	CCC(C)CO
4Y2 & 1OV 2 CR	CCCCC(CC)COC(=O)C1=CC(=CC=C1)C(=O)OCC(CC)CCCC
QY1 & VO4	CCCCOC(=O)C(C)O
ONR DN1 & 1	CN(C)C1=CC=C(C=C1)N=O
QV1N1VQ1VQ	C(C(=O)O)N(CC(=O)O)CC(=O)O
QV1N2Q2Q	C(CO)N(CCO)CC(=O)O
2VO1YOV2 & 1OV2	CCC(=O)OCC(COC(=O)CC)OC(=O)CC
ZR DOR	C1=CC=C(C=C1)OC2=CC=C(C=C2)N
ZR DSR DZ	C1=CC(=CC=C1N)SC2=CC=C(C=C2)N
RSR	C1=CC=C(C=C1)SC2=CC=CC=C2
QV1N2Q2N1VQ1VQ	C(CN(CC(=O)O)CC(=O)O)N(CCO)CC(=O)O
1VO1R	CC(=O)OCC1=CC=CC=C1
G1VO1R	C1=CC=C(C=C1)COC(=O)CCl
11VO1R	CCCCCCCCCCCC(=O)OCC1=CC=CC=C1
R1M2M1R	C1=CC=C(C=C1)CNCCNCC2=CC=CC=C2
NC1R	C1=CC=C(C=C1)CC#N
T6M DNTJ D2Z	C1CN(CCN1)CCN
1VOR D1	CC1=CC=C(C=C1)OC(=O)C
GR DMVN1 & 1	CN(C)C(=O)NC1=CC=C(C=C1)Cl
G1VR DMV1	CC(=O)NC1=CC=C(C=C1)C(=O)CCl
G2OSO & OY1 & 1OR DX1 & 1 & 1	CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl
QR DX1 & 1 & 1X1 & 1 & 1	CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O
1U2R DO1	COC1=CC=C(C=C1)CC=C
T6N DNTJ ANO DNO	C1CN(CCN1N=O)N=O
ZMV1CN	C(C#N)C(=O)NN
2OV1U1	CCOC(=O)C=C
4OV2VO4	CCCCOC(=O)CCC(=O)OCCCC
3VO2Y1&3UY1&1	CCCC(=O)OCCC(C)CCC=C(C)C
4O2OV4VO2O4	CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC
Q3Y6 & 10VO1	CCCCCCC(CCCCCCCCCCC(=O)OC)O
Q2Y1&3UY1&1	CC(CCC=C(C)C)CCO
2OV4VO2	CCOC(=O)CCCCC(=O)OCC
VHYQ3VH	C(CC=O)CC(C=O)O
4OV1U1	CCCCOC(=O)C=C
G-SI-GG3	CCC[Si](Cl)(Cl)Cl
QV2I	C(CI)C(=O)O
2OV1	CCOC(=O)C
1Y1 & U1V1	CC(=CC(=O)C)C
T6NJ BZ FZ	C1=CC(=NC(=C1)N)N
2R C2	CCC1=CC(=CC=C1)CC
2OV1V1	CCOC(=O)CC(=O)C
ZR & GH	C1=CC=C(C=C1)N.Cl
6VO2U1	CCCCCCC(=O)OCC=C
1U2OVO2O2OVO2U1	C=CCOC(=O)OCCOCCOC(=O)OCC=C
Q2MV1	CC(=O)NCCO
G3G	C(CCl)CCl
L5UTJ	C1CC=CC1
QV5	CCCCCC(=O)O
QV1M1VQ	C(C(=O)O)NCC(=O)O
7H	CCCCCCC
T6N DNTJ & QV4VQ	C1CNCCN1.C(CCC(=O)O)CC(=O)O
12OVYU1	CCCCCCCCCCCCOC(=O)C(=C)C
15VOY1 & 1	CCCCCCCCCCCCCCCC(=O)OC(C)C
6OV1	CCCCCCOC(=O)C
4O4	CCCCOCCCC
Q9	CCCCCCCCCO
6M6	CCCCCCNCCCCCC
Q2O2O2O4	CCCCOCCOCCOCCO
1O2O2O2O2O1	COCCOCCOCCOCCOC
Z16	CCCCCCCCCCCCCCCCN
NA CN	[C-]#N.[Na+]
NC-NA-	[C-]#N.[Na+]
T5 L6 J6 I6 G566 3CFG AO LNTJ BQ COVYQ2&1 F1 N1 RQ R1 TQ UOVY2&1 VQ A&OV1 B&OV1	CCC(C)C(=O)OC1C(C2C(CN3CC(CCC3C2(C)O)C)C4C1(C5C(C(C6C7(C5(C4)OC6(C(CC7)OC(=O)C(C)(CC)O)O)C)OC(=O)C)OC(=O)C)O)O
T6VMVMV FHJ F6 F2	CCCCCCC1(C(=O)NC(=O)NC1=O)CC
Q1X1 & 1 & YQY1 & 1	CC(C)C(C(C)(C)CO)O
1N1 & 2OYR & R & GH	CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl
T66 BM CHJ C1 C1 E1	CC1=CC(NC2=CC=CC=C12)(C)C
ZR BE DE FE	C1=C(C=C(C(=C1Br)N)Br)Br
VHR BQ CO1	COC1=CC=CC(=C1O)C=O
T66 BSWM ENJ HXFFF ISZW	C1=C(C(=CC2=C1NC=NS2(=O)=O)S(=O)(=O)N)C(F)(F)F
1OYO1 & O1	COC(OC)OC
G-SI-G1&R	C[Si](C1=CC=CC=C1)(Cl)Cl
2OBO2 & O2	B(OCC)(OCC)OCC
4SPS4 & S4	CCCCSP(SCCCC)SCCCC
R1SS1R	C1=CC=C(C=C1)CSSCC2=CC=CC=C2
ZVMR DO2	CCOC1=CC=C(C=C1)NC(=O)N
QR DO1	COC1=CC=C(C=C1)O
1OR DO1	COC1=CC=C(C=C1)OC
T56 BNVNJ B1Q D1Q	COC1=CC=C(C=C1)OC
1Y1&U3Y1&WOV1	CC(CCC=C(C)C)CCOC(=O)C
1VOX1 & 1 & 1R	CC(=O)OC(C)(C)CC1=CC=CC=C1
/T3MTJ/	C1CN1
1N1 & PO & N1 & 1 & OPO & N1 & 1 & N1 & 1	CN(C)P(=O)(N(C)C)OP(=O)(N(C)C)N(C)C
T6N DNJ BO1 CMSWR DZ	COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N
T6N CN EN BHJ AR DG & B1 B1 DZ FZ & GH	CC1(N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N)C.Cl
T56 BMJ D1YZVQ GN2G2G	C1=CC2=C(C=C1N(CCCl)CCCl)C(=CN2)CC(C(=O)O)N
T6NJ BN1R & 2N1 & 1 & GH	CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.Cl
ONR DMR	C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O
Z2R & GH	C1=CC=C(C=C1)CCN.Cl
ZR DO2	CCOC1=CC=C(C=C1)N
L3YTJ AU1 B1YZVQ	C=C1CC1CC(C(=O)O)N
WS1 & O1OSW1	CS(=O)(=O)OCOS(=O)(=O)C
Z3Q	C(CN)CO
T5NXTJ B-& AL6XTJ	C1CCC2(CC1)CCCN2
T5OXOTJ B-& AL6XTJ	C1CCC2(CC1)OCCO2
T6OXOTJ B-& AL6XTJ	C1CCC2(CC1)OCCCO2
L D6 B66 P666 2AB A & J	C1=CC=C2C3=C4C(=CC2=C1)C=CC5=CC6=CC=CC=C6C(=C54)C=C3
T D5 B666 O666 2AB A & ON RNJ	C1=CC=C2C(=C1)C=C3C=CC4=CC5=CC=CC=C5C6=NN=C2C3=C46
L D66 K666 B6 2AB A & J	C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C6=CC=CC=C6C5=CC=C4
L F6 D6 B6 P6666 2AB E & J	C1=CC=C2C=C3C4=C5C(=CC3=CC2=C1)C6=CC=CC=C6C7=CC=CC(=C75)C=C4
L D6666 B6 2AB TJ	C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4
T D6 C6 B566 MMJ	C1=CC=C2C(=C1)C=CC3=C2C4=C(N3)C=CC5=CC=CC=C54
L566 B6 2AB O DHJ	C1C2=CC=CC3=C2C4=C(C=CC=C41)C=C3
L C65 K666 1A TJ	C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1
L C6566 1A PJ	C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4
L F6 E6 B666J	C1=CC=C2C(=C1)C=CC3=C2C=CC4=C3C=CC5=CC=CC=C54
T J6 D6 C666 BN QNJ	C1=CC=C2C(=C1)C3=CC=CC=C3C4=NC5=CC=CC=C5N=C24
L E6 B666J	C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43
L E6 D6 B666J	C1=CC=C2C(=C1)C=CC3=CC4=C(C=C32)C5=CC=CC=C5C=C4
T E6 D6 B666 NNJ	C1=CC=C2C(=C1)C=CC3=NC4=C(C=C32)C5=CC=CC=C5C=C4
T D6 B666 ONJ	C1=CC=C2C=C3C(=CC2=C1)C=CC4=C3C=CC=N4
T D6 B666 CNJ	C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4N=C32
T D6 B566 CMJ	C1=CC=C2C(=C1)C=CC3=C2NC4=CC=CC=C34
T E6 D6 B566 CMJ	C1=CC=C2C(=C1)C=CC3=C2NC4=C3C=CC5=CC=CC=C54
T66 BN DNJ	C1=CC=C2C(=C1)C=NC=N2
T C676 BO INJ	C1=CC=C2C(=C1)C=NC3=CC=CC=C3O2
T C666 BNJ	C1=CC=C2C(=C1)C=C3C=CC=CC3=N2
T C666 BO ISJ	C1=CC=C2C(=C1)OC3=CC=CC=C3S2
T56 BMNJ	C1=CC=C2C(=C1)C=NN2
T56 BM INJ	C1=CC2=C(NC=C2)N=C1
T56 BOJ	C1=CC=C2C(=C1)C=CO2
T56 BN DOJ	C1=CC=C2C(=C1)N=CO2
T56 BO DO CHJ	C1OC2=CC=CC=C2O1
T36 BOTJ	C1CCC2C(C1)O2
L5TJ	C1CCCC1
T6S CS ESTJ	C1SCSCS1
2S2OPS & O2 & O2	CCOP(=S)(OCC)OCCSCC
SHPS & O2 & O2	CCOP(=S)(OCC)S
T6MTJ BYR & VO1 & GH	COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl
T56 BMJ D1YZ1	CC(CC1=CNC2=CC=CC=C21)N
GR BG DG EOPS & O1 & O1	COP(=S)(OC)OC1=CC(=C(C=C1Cl)Cl)Cl
1X1 & 1 & R CG DOPO & O1 & M1	CC(C)(C)C1=CC(=C(C=C1)OP(=O)(NC)OC)Cl
T6N CUTJ A1 CVO1 & GH	CN1CCC=C(C1)C(=O)OC.Br
1MY1R &GH -R	CC(CC1=CC=CC=C1)NC.Cl
1MY1R &GH	CC(CC1=CC=CC=C1)NC.Cl
NCS2OV11	CCCCCCCCCCCC(=O)OCCSC#N
L E5 B666 OV KU MUTJ A1 E1 FV1 FOV1 LG	CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)CCC34C)Cl)C)OC(=O)C
T3NTJ A-2PO & MVO2	CCOC(=O)NP(=O)(N1CC1)N2CC2
G2KO & 1 & 2G & GH	C[N+](CCCl)(CCCl)[O-].Cl
WNR BQ F1 DNW CY1 & 1	CC1=C(C=C(C(=C1[N+](=O)[O-])O)C(C)C)[N+](=O)[O-]
QVR BQ CR	C1=CC=C(C=C1)C2=C(C(=CC=C2)C(=O)O)O
T66 CNNJ BMZ & GH	C1=CC=C2C(=C1)C=NN=C2NN.Cl
L B656 HHJ EMV1 KMV1	CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)NC(=O)C
T C666 BN INJ BO	C1=CC=C2C(=C1)N=C3C=CC=CC3=[N+]2[O-]
2N2 & VR DQ CO1	CCN(CC)C(=O)C1=CC(=C(C=C1)O)OC
ZMR BG EG	C1=CC(=C(C=C1Cl)NN)Cl
WNR DQ CI EI	C1=C(C=C(C(=C1I)O)I)[N+](=O)[O-]
1UU2N1 & 1R & GH	CN(CC#C)CC1=CC=CC=C1.Cl
ZY1&1R DQ &EH	CC(CC1=CC=C(C=C1)O)N.Br
QVY1 & OR DQ	C1=CC(=CC=C1CC(C(=O)O)O)O
FXFFXFFXFFXFFOXFFXFFXFFXFFF	C(C(C(F)(F)F)(F)F)(C(OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
WNR DOPO & O2 & O2	CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]
T C6666 1A Q KN & TT & J DQ EQ K1 & GH	CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.Cl
T6MVNVJ CY1 & 1 EE F1	CC1=C(C(=O)N(C(=O)N1)C(C)C)Br
L E5 B666 OV MUTJ A E FOV6	CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
T C676 BNJ B3-AT6N DNTJ D2Q	C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO
L D6 B666J L1	CC1=CC2=CC=CC=C2C3=CC4=CC=CC=C4C=C13
L6TJ AR BQ CNW ENW & 621	C1CCC(CC1)C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])O.C1CCC(CC1)NC2CCCCC2
L B656 HVJ EMVXFFF	C1=CC=C2C(=C1)C3=C(C2=O)C=C(C=C3)NC(=O)C(F)(F)F
QVR BQ CG EG	C1=C(C=C(C(=C1C(=O)O)O)Cl)Cl
L66J BF	C1=CC=C2C(=C1)C=CC=C2F
ZR DR DF	C1=CC(=CC=C1C2=CC=C(C=C2)F)N
T6NJ BM1YQR & GH	C1=CC=C(C=C1)C(CNC2=CC=CC=N2)O.Cl
T6NJ BM1YQR	C1=CC=C(C=C1)C(CNC2=CC=CC=N2)O
T56 BO DO CHJ G1OV1	CC(=O)OCC1=CC2=C(C=C1)OCO2
FXFFR CZ EXFFF	C1=C(C=C(C=C1C(F)(F)F)N)C(F)(F)F
WNR BQ DNW	C1=CC(=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-]
L5TJ AMMVR DNW	C1CCC(=NNC(=O)C2=CC=C(C=C2)[N+](=O)[O-])C1
L6TJ AMMVR DNW	C1CCC(=NNC(=O)C2=CC=C(C=C2)[N+](=O)[O-])CC1
T6NJ BZ EVZ	C1=CC(=NC=C1C(=O)N)N
FXFFXFFXFFXFFXFFXFFXFFF	C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
FXFFXFFXFFVMR	C1=CC=C(C=C1)NC(=O)C(C(C(F)(F)F)(F)F)(F)F
3K3&3&3 &.B-F4	[B-](F)(F)(F)F.CCC[N+](CCC)(CCC)CCC
ZR DSWMVM4	CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)N
T66 BVN ENJ CR BG & D1	CC1=NC2=CC=CC=C2C(=O)N1C3=CC=CC=C3Cl
1N1&2OYR&R B1 &GH	CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.Cl
1N1 & 2OYR & R B1 & GH	CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.Cl
QVYZ1R BN2G2G	C1=CC=C(C(=C1)CC(C(=O)O)N)N(CCCl)CCCl
L66J BMVO2F	C1=CC=C2C(=C1)C=CC=C2NC(=O)OCCF
L B656 HHJ EMV1 KF	CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)F
QYR & Y1 & M1 & GH-L	CC(C(C1=CC=CC=C1)O)NC.Cl
FR DVR DF	C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)F)F
T6NJ CV1	CC(=O)C1=CN=CC=C1
WNR DF	C1=CC(=CC=C1[N+](=O)[O-])F
FXFFR CMV1	CC(=O)NC1=CC=CC(=C1)C(F)(F)F
FR D	CC1=CC=C(C=C1)F
2S2	CCSCC
GYFXFFE	C(C(F)(F)Br)(F)Cl
L6TJ AXFFF AF BF BF CF CF DF DF EF EF FF FF	C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F
Q1XFFXFFXFFYFF	C(C(C(C(C(F)F)(F)F)(F)F)(F)F)O
FXFFXFFXFFVO2	CCOC(=O)C(C(C(F)(F)F)(F)F)(F)F
T6VMVNV FHJ DR & F2 F2	CCC1(C(=O)NC(=O)N(C1=O)C2=CC=CC=C2)CC
L6TJ AOVZ A2UU1	C#CCC1(CCCCC1)OC(=O)N
T5M CNJ DVZ EZ	C1=NC(=C(N1)C(=O)N)N
L6V DVJ XR	C1=CC=C(C=C1)C2=CC(=O)C=CC2=O
L B656 HHJ EMVXFFF	C1C2=CC=CC=C2C3=C1C=C(C=C3)NC(=O)C(F)(F)F
ZR BF DF FNW	C1=C(C=C(C(=C1[N+](=O)[O-])N)F)F
1Y1&MVR D1MM1 &GH	CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl
ZR DF	C1=CC(=CC=C1N)F
Q2F	C(CF)O
1Y1&MPO&FMY1&1	CC(C)NP(=O)(NC(C)C)F
QV1CN	C(C#N)C(=O)O
FR CF	C1=CC(=CC(=C1)F)F
ZR CF	C1=CC(=CC(=C1)F)N
F1V1VO2	CCOC(=O)CC(=O)CF
Z1XFFF &GH	C(C(F)(F)F)N.Cl
QVXFFXFFXFFF	C(=O)(C(C(C(F)(F)F)(F)F)(F)F)O
Q1XFFXFFXFFXFFXFFXFFXFFYFF	C(C(C(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
NCYU1&XFFF	C=C(C#N)C(F)(F)F
FR BF CF DF EF FF	C1(=C(C(=C(C(=C1F)F)F)F)F)F
GVR BF	C1=CC=C(C(=C1)C(=O)Cl)F
FR DR DMV1	CC(=O)NC1=CC=C(C=C1)C2=CC=C(C=C2)F
GR DF CMV1	CC(=O)NC1=C(C=CC(=C1)Cl)F
FXFFR CE	C1=CC(=CC(=C1)Br)C(F)(F)F
SCNR CF	C1=CC(=CC(=C1)F)N=C=S
FXFFVOVXFFF	C(=O)(C(F)(F)F)OC(=O)C(F)(F)F
ZCN	C(#N)N
T3STJ	C1CS1
Q1XFFXFFF	C(C(C(F)(F)F)(F)F)O
L F3 E6 D665 IV JU LUTJ A1 E1 RV1 RQ	CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C
L E5 B666 MUTJ E1 FQ F2U1	CC12CCC3C(C1CCC2(CC=C)O)CCC4=CCCCC34
QVYF2	CCC(C(=O)O)F
FXFFR BF CF DF EF FF	C1(=C(C(=C(C(=C1F)F)F)F)F)C(F)(F)F
T67 GN JN IHJ CG HM1 JO KR &GH	CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O.Cl
T5M CSTJ EVQ	C1C(NCS1)C(=O)O
T5M CSTJ EVQ -L	C1C(NCS1)C(=O)O
QVR BF	C1=CC=C(C(=C1)C(=O)O)F
L66 BUT&J	C1CC2=CC=CC=C2C=C1
RV1R	C1=CC=C(C=C1)CC(=O)C2=CC=CC=C2
ZR CF D1	CC1=C(C=C(C=C1)N)F
WSFR D1	CC1=CC=C(C=C1)S(=O)(=O)F
ZR BF DVQ	C1=CC(=C(C=C1C(=O)O)F)N
QVYZ1R CF	C1=CC(=CC(=C1)F)CC(C(=O)O)N
QVYF1R	C1=CC=C(C=C1)CC(C(=O)O)F
F1VO2	CCOC(=O)CF
FR	C1=CC=C(C=C1)F
T6NJ CZ	C1=CC(=CN=C1)N
2O1O2	CCOCOCC
F8	CCCCCCCCF
1U1K1&1&1 &Q	C[N+](C)(C)C=C.[OH-]
T B6566 B6/CO 4ABBC R BX HO PN EU GHT&&TTJ FOV1 JO1 P1	CC(=O)OC1=CCC2C3CC4=C5C2(C1OC5=C(C=C4)OC)CCN3C
2OXR&R&VN1&2M2R D1 &GH	CCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N(C)CCN(C)CCC3=CC=CC=C3.Cl
2VXR&R&2N1&1	CCC(=O)C(CCN(C)C)(C1=CC=CC=C1)C2=CC=CC=C2
L D6 B566 CV FX DU LUTJ A1 E1 OQ F-& CT56 BOX FMTJ D1 H1	CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5C(=O)C4=C3C)C)O)C)NC1
T6NTJ A1 BV2 DR CQ	CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O
T5O COTJ BY1&1 BY1&1 D1Q	CC(C)C1(OCC(O1)CO)C(C)C
G2SW2G	C(CCl)S(=O)(=O)CCCl
ZVVZ	C(=O)(C(=O)N)N
GXGGYR DF&R DF	C1=CC(=CC=C1C(C2=CC=C(C=C2)F)C(Cl)(Cl)Cl)F
T C666 BNJ EZ F1 IR& L1 MZ	CC1=CC2=C(C=C1N)N=C3C=C(C(=CC3=C2C4=CC=CC=C4)C)N
T C666 BNJ EZ IR DZ	C1=CC=C2C(=C1)C(=C3C=CC(=CC3=N2)N)C4=CC=C(C=C4)N
L C666 BV IVJ DQ E1Q FQ	C1=CC=C2C(=C1)C(=O)C3=CC(=C(C(=C3C2=O)O)CO)O
T D6 B666 KN&TT&J GO1 HO1 PO1 QO1 RQ	COC1=C(C2=C(CC3C4=C(C(=C(C=C4CCN3C2)OC)OC)O)C=C1)OC
WNN1&R BNW DNW ENW	CN(C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
L C666J BQ DQ NQ	C1=CC2=CC3=C(C(=CC=C3)O)C(=C2C(=C1)O)O
T6VMVMV FHJ FNW	C1(C(=O)NC(=O)NC1=O)[N+](=O)[O-]
L66 BV EVJ C1 GQ	CC1=CC(=O)C2=C(C1=O)C=CC=C2O
T C566 DO LVOTJ BO2UY1&1	CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C
L6TJ AN1VQ1VQ BN1VQ1VQ	C1CCC(C(C1)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
L66 BV EVJ CQ D1	CC1=C(C2=CC=CC=C2C(=O)C1=O)O
L B666J EY K1	CC1=C2C=CC3=C(C2=CC=C1)C=CC(=C3)C(C)C
T66 BOVJ IO1 J2UY1&1	CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C
T C566 DO FO KN EH&&TJ K1 J- ET B565 CVO JO LO EH KHJ	CN1CCC2=CC3=C(C=C2C1C4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3
T66 BNJ CR& DQ EVQ	C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2O)C(=O)O
L B656 HVJ	C1=CC=C2C(=C1)C3=CC=CC=C3C2=O
T66 BNJ EVQ	C1=CC=C2C(=C1)C(=CC=N2)C(=O)O
L66J BNUN- BL66J	C1=CC=C2C(=C1)C=CC=C2N=NC3=CC=CC4=CC=CC=C43
QR BVMV1	CC(=O)NC(=O)C1=CC=CC=C1O
QV1MVR BQ	C1=CC=C(C(=C1)C(=O)NCC(=O)O)O
T56 BMJ D2N1&1 GQ	CN(C)CCC1=CNC2=C1C=C(C=C2)O
QR CQ BV1	CC(=O)C1=C(C=CC(=C1)O)O
L6V DVJ B1 EY1&1	CC1=CC(=O)C(=CC1=O)C(C)C
T66 BNJ HO1 JMY1&3N2&2	CCN(CC)CCCC(C)NC1=C2C(=CC(=C1)OC)C=CC=N2
ZY1&YQR -L	CC(C(C1=CC=CC=C1)O)N
QVR BNUNR DN1&1	CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O
L66J CN2G2G	C1=CC=C2C=C(C=CC2=C1)N(CCCl)CCCl
T C676 BM&T&J	C1CC2=CC=CC=C2NC3=CC=CC=C31
ONR&UNR	C1=CC=C(C=C1)N=[N+](C2=CC=CC=C2)[O-]
ZR CZ DNUNR	C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)N)N
L56T&J	C1CC2=CC=CC=C2C1
ZR BZ D1	CC1=CC(=C(C=C1)N)N
L55 A CUTJ	C1CC2CC1C=C2
QR B1 EY1&1	CC1=C(C=C(C=C1)C(C)C)O
WNR BG DOPS&O1&O1	COP(=S)(OC)OC1=CC(=C(C=C1)[N+](=O)[O-])Cl
T6MTJ B1 B1 DOVR& F1	CC1CC(CC(N1)(C)C)OC(=O)C2=CC=CC=C2
QVVMR	C1=CC=C(C=C1)NC(=O)C(=O)O
SH1VMR	C1=CC=C(C=C1)NC(=O)CS
GVO1R	C1=CC=C(C=C1)COC(=O)Cl
G2VM1R	C1=CC=C(C=C1)CNC(=O)CCCl
T5OVTJ E14	CCCCCCCCCCCCCCC1CCC(=O)O1
L7VTJ	C1CCCC(=O)CC1
L8VTJ	C1CCCC(=O)CCC1
SUYO2&SSYUS&O2	CCOC(=S)SSC(=S)OCC
L-15 VTJ	C1CCCCCCCC(=O)CCCCCC1
T3OTJ B1F	C1C(O1)CF
T4OTJ	C1COC1
QV1Y1&1	CC(C)CC(=O)O
L6V CVTJ	C1CC(=O)CC(=O)C1
QR CQ E1	CC1=CC(=CC(=C1)O)O
1Y1&U1V1UY1&1	CC(=CC(=O)C=C(C)C)C
QV16	CCCCCCCCCCCCCCCCC(=O)O
QV19	CCCCCCCCCCCCCCCCCCCC(=O)O
E CN	C(#N)Br
EX1&1&1	CC(C)(C)Br
GX1&1&1	CC(C)(C)Cl
WNXNWNWNW	C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
GR DXQR DG&VO2	CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O
ZVXE2&2	CCC(CC)(C(=O)N)Br
1OPO&O1&O1	COP(=O)(OC)OC
T66 A B AO BO DUTJ CY F	CC(C)C12CCC(C=C1)(OO2)C
WS2&2Q	CCS(=O)(=O)CCO
E1YEU1	C=C(CBr)Br
2UY1&1	CC=C(C)C
I1Y1&1	CC(C)CI
Q1Y1&U1	CC(=C)CO
IY2&1	CCC(C)I
L B666 EU GUTJ A1 EY1&1 KVQ K1	CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C
GXGGYQO2	CCOC(C(Cl)(Cl)Cl)O
L E5 B666 FVTT&&J E1 OQ	CC12CCC3=C(C1CCC2=O)C=CC4=C3C=CC(=C4)O
T C666 BN ISJ BVO2O2N1&1 &GH	CN(C)CCOCCOC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31.Cl
T55 AN CUTJ D1Q FQ -IS-CIS	C1CN2CC=C(C2C1O)CO
T C666 BN ISJ B2- AT5NTJ	C1CCN(C1)CCN2C3=CC=CC=C3SC4=CC=CC=C42.Cl
T56 BO DO CHJ FO1 H2U1 IO1	COC1=C2C(=C(C(=C1)CC=C)OC)OCO2
T56 BM DN FNVNVJ CG F H &622	CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2
QR DE BVVR BQ EE	C1=CC(=C(C=C1Br)C(=O)C(=O)C2=C(C=CC(=C2)Br)O)O
T56 BVNVJ CQ	C1=CC=C2C(=C1)C(=O)N(C2=O)O
T6NVJ A1 CCN DO1	CN1C=CC(=C(C1=O)C#N)OC
L66 BVVJ	C1=CC=C2C(=C1)C=CC(=O)C2=O
T56 BNJ B1R& C1 D2Z GO1 &GH	CC1=C(C2=C(N1CC3=CC=CC=C3)C=CC(=C2)OC)CCN.Cl
L B656 HHJ EZ KZ	C1C2=C(C=CC(=C2)N)C3=C1C=C(C=C3)N
T56 BMJ D2Q	C1=CC=C2C(=C1)C(=CN2)CCO
1R B1 C1	CC1=C(C(=CC=C1)C)C
QR B1 C1	CC1=C(C(=CC=C1)O)C
T5M CNJ BNW	C1=CN=C(N1)[N+](=O)[O-]
QR BQ CQ DV1	CC(=O)C1=C(C(=C(C=C1)O)O)O
WNR BNW	C1=CC=C(C(=C1)[N+](=O)[O-])[N+](=O)[O-]
QVR BVQ DVQ	C1=CC(=C(C=C1C(=O)O)C(=O)O)C(=O)O
NCR B1	CC1=CC=CC=C1C#N
